"SITE";"SUBSITE";"PLOT";"YEAR";"SiteSubsitePlot";"SiteSubsitePlotYear";"STATUS";"ValueType";"GFNARROWwalker";"FuncGroup";"SPECIES_NAME";"TREATMENT";"PointsPerPlot";"abs_abund";"abs_cover";"tot_cover_plot";"tot_abund_plot";"rel_cover";"rel_abund"
"QHI";"HE";"1";1999;"QHI:HE:1";"QHI:HE:1:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Tephroseris integrifolia";"CTL";100;1;1;94;188;1.06382978723404;0.531914893617021
"QHI";"HE";"1";1999;"QHI:HE:1";"QHI:HE:1:1999";"LIVE";"pf_all_xy";"LICHENU";"Lichen";"XXXotherlichen";"CTL";100;5;5;NA;NA;NA;NA
"QHI";"HE";"1";1999;"QHI:HE:1";"QHI:HE:1:1999";"LIVE";"pf_all_xy";"SOIL";NA;"XXXbareground";"CTL";100;7;7;NA;NA;NA;NA
"QHI";"HE";"1";1999;"QHI:HE:1";"QHI:HE:1:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Saussurea angustifolia";"CTL";100;2;2;94;188;2.12765957446809;1.06382978723404
"QHI";"HE";"1";1999;"QHI:HE:1";"QHI:HE:1:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Cladonia mitis";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"1";1999;"QHI:HE:1";"QHI:HE:1:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;2;2;94;188;2.12765957446809;1.06382978723404
"QHI";"HE";"1";1999;"QHI:HE:1";"QHI:HE:1:1999";"LIVE";"pf_all_xy";"GRAMINOIDU";"Graminoid";"XXXothergram";"CTL";100;1;1;94;188;1.06382978723404;0.531914893617021
"QHI";"HE";"1";1999;"QHI:HE:1";"QHI:HE:1:1999";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Festuca baffinensis";"CTL";100;1;1;94;188;1.06382978723404;0.531914893617021
"QHI";"HE";"1";1999;"QHI:HE:1";"QHI:HE:1:1999";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;4;3;94;188;3.19148936170213;2.12765957446809
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Dactylina arctica";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;38;38;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;36;21;77;130;27.2727272727273;27.6923076923077
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;10;9;77;130;11.6883116883117;7.69230769230769
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;1;1;77;130;1.2987012987013;0.769230769230769
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"SOIL";NA;"XXXbareground";"CTL";100;11;11;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;66;30;77;130;38.961038961039;50.7692307692308
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;18;18;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Anthoxanthum monticola";"CTL";100;1;1;77;130;1.2987012987013;0.769230769230769
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;8;8;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis capitata";"CTL";100;2;2;77;130;2.5974025974026;1.53846153846154
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;2;2;77;130;2.5974025974026;1.53846153846154
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Cetraria islandica";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"LICHENU";"Lichen";"XXXotherlichen";"CTL";100;8;8;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Thamnolia subuliformis";"CTL";100;5;5;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"GRAMINOIDU";"Graminoid";"XXXotherherb";"CTL";100;1;1;77;130;1.2987012987013;0.769230769230769
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;3;3;77;130;3.8961038961039;2.30769230769231
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;3;2;77;130;2.5974025974026;2.30769230769231
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Saussurea angustifolia";"CTL";100;3;3;77;130;3.8961038961039;2.30769230769231
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXcladonia";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Tephroseris integrifolia";"CTL";100;1;1;77;130;1.2987012987013;0.769230769230769
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"2";1999;"QHI:HE:2";"QHI:HE:2:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;1;1;77;130;1.2987012987013;0.769230769230769
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Pyrola grandiflora";"CTL";100;21;18;98;173;18.3673469387755;12.1387283236994
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;17;12;98;173;12.2448979591837;9.82658959537572
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;13;13;NA;NA;NA;NA
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"XXXcarex";"CTL";100;16;14;98;173;14.2857142857143;9.2485549132948
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;105;43;98;173;43.8775510204082;60.6936416184971
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;32;32;NA;NA;NA;NA
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"LCRUS";"Lichen";"XXXcrustous";"CTL";100;3;3;NA;NA;NA;NA
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"LICHENU";"Lichen";"XXXotherlichen";"CTL";100;9;9;NA;NA;NA;NA
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;9;7;98;173;7.14285714285714;5.20231213872832
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"SOIL";NA;"XXXbareground";"CTL";100;4;4;NA;NA;NA;NA
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Thamnolia subuliformis";"CTL";100;3;3;NA;NA;NA;NA
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix arctica";"CTL";100;2;1;98;173;1.02040816326531;1.15606936416185
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Cetraria islandica";"CTL";100;4;1;NA;NA;NA;NA
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;1;1;98;173;1.02040816326531;0.578034682080925
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;3;3;NA;NA;NA;NA
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis lanata";"CTL";100;1;1;98;173;1.02040816326531;0.578034682080925
"QHI";"HE";"3";1999;"QHI:HE:3";"QHI:HE:3:1999";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;1;1;98;173;1.02040816326531;0.578034682080925
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;46;27;111;198;24.3243243243243;23.2323232323232
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;35;35;NA;NA;NA;NA
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;113;49;111;198;44.1441441441441;57.0707070707071
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;2;2;111;198;1.8018018018018;1.01010101010101
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;5;5;NA;NA;NA;NA
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;6;6;111;198;5.40540540540541;3.03030303030303
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;28;28;NA;NA;NA;NA
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"XXXcarex";"CTL";100;20;17;111;198;15.3153153153153;10.1010101010101
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"LICHENU";"Lichen";"XXXotherlichen";"CTL";100;6;6;NA;NA;NA;NA
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;12;12;NA;NA;NA;NA
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;7;6;111;198;5.40540540540541;3.53535353535354
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"GRAMINOIDU";"Graminoid";"XXXotherherb";"CTL";100;1;1;111;198;0.900900900900901;0.505050505050505
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Cetraria islandica";"CTL";100;5;5;NA;NA;NA;NA
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Thamnolia subuliformis";"CTL";100;4;4;NA;NA;NA;NA
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Dactylina arctica";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;2;2;111;198;1.8018018018018;1.01010101010101
"QHI";"HE";"4";1999;"QHI:HE:4";"QHI:HE:4:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;1;1;111;198;0.900900900900901;0.505050505050505
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;6;6;104;165;5.76923076923077;3.63636363636364
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;45;43;NA;NA;NA;NA
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;11;9;104;165;8.65384615384615;6.66666666666667
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Lupinus arcticus";"CTL";100;1;1;104;165;0.961538461538462;0.606060606060606
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis capitata";"CTL";100;1;1;104;165;0.961538461538462;0.606060606060606
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;115;58;104;165;55.7692307692308;69.6969696969697
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Tephroseris integrifolia";"CTL";100;1;1;104;165;0.961538461538462;0.606060606060606
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;25;22;NA;NA;NA;NA
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Bistorta vivipara";"CTL";100;1;1;104;165;0.961538461538462;0.606060606060606
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"RUSH";"Graminoid";"XXXluzula";"CTL";100;4;3;104;165;2.88461538461538;2.42424242424242
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;5;5;104;165;4.80769230769231;3.03030303030303
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"GRAMINOIDU";"Graminoid";"XXXotherherb";"CTL";100;1;1;104;165;0.961538461538462;0.606060606060606
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;1;1;104;165;0.961538461538462;0.606060606060606
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"LICHENU";"Lichen";"XXXotherlichen";"CTL";100;3;3;NA;NA;NA;NA
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;2;2;104;165;1.92307692307692;1.21212121212121
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;7;7;104;165;6.73076923076923;4.24242424242424
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"XXXcarex";"CTL";100;6;5;104;165;4.80769230769231;3.63636363636364
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Thamnolia subuliformis";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;2;2;104;165;1.92307692307692;1.21212121212121
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"5";1999;"QHI:HE:5";"QHI:HE:5:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis lanata";"CTL";100;1;1;104;165;0.961538461538462;0.606060606060606
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;5;5;NA;NA;NA;NA
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis lanata";"CTL";100;2;2;93;133;2.1505376344086;1.50375939849624
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXcladonia";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;34;24;93;133;25.8064516129032;25.5639097744361
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"LICHENU";"Lichen";"XXXotherlichen";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;43;42;NA;NA;NA;NA
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;67;41;93;133;44.0860215053763;50.3759398496241
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Polygonum bistorta";"CTL";100;1;1;93;133;1.0752688172043;0.75187969924812
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;33;33;NA;NA;NA;NA
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;2;2;93;133;2.1505376344086;1.50375939849624
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"GRAMINOIDU";"Graminoid";"XXXotherherb";"CTL";100;2;2;93;133;2.1505376344086;1.50375939849624
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"SEVER";"Shrub";"Dryas integrifolia";"CTL";100;6;4;93;133;4.3010752688172;4.51127819548872
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Saussurea angustifolia";"CTL";100;4;3;93;133;3.2258064516129;3.00751879699248
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Lupinus arcticus";"CTL";100;1;1;93;133;1.0752688172043;0.75187969924812
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Tephroseris integrifolia";"CTL";100;1;1;93;133;1.0752688172043;0.75187969924812
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"XXXpeltigera";"CTL";100;2;2;NA;NA;NA;NA
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Dactylina arctica";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"XXXcarex";"CTL";100;8;7;93;133;7.52688172043011;6.01503759398496
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Pedicularis sudetica";"CTL";100;1;1;93;133;1.0752688172043;0.75187969924812
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"FORB";"Forb";"Stellaria longipes";"CTL";100;1;1;93;133;1.0752688172043;0.75187969924812
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Cetraria islandica";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Poa arctica";"CTL";100;2;2;93;133;2.1505376344086;1.50375939849624
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Thamnolia subuliformis";"CTL";100;1;1;NA;NA;NA;NA
"QHI";"HE";"6";1999;"QHI:HE:6";"QHI:HE:6:1999";"LIVE";"pf_all_xy";"RUSH";"Graminoid";"XXXluzula";"CTL";100;1;1;93;133;1.0752688172043;0.75187969924812
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix arctica";"CTL";100;1;1;106;182;0.943396226415094;0.549450549450549
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix phlebophylla";"CTL";100;13;12;106;182;11.3207547169811;7.14285714285714
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LITTER";"pf_all_xy";"LITTER";NA;"XXXLITTER";"CTL";100;23;23;NA;NA;NA;NA
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LIVE";"pf_all_xy";"SEDGE";"Graminoid";"Eriophorum vaginatum";"CTL";100;138;65;106;182;61.3207547169811;75.8241758241758
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix pulchra";"CTL";100;12;10;106;182;9.43396226415094;6.59340659340659
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LIVE";"pf_all_xy";"GRASS";"Graminoid";"Arctagrostis latifolia";"CTL";100;1;1;106;182;0.943396226415094;0.549450549450549
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LIVE";"pf_all_xy";"LFRUT";"Lichen";"Nephromopsis cucullata";"CTL";100;3;3;NA;NA;NA;NA
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LIVE";"pf_all_xy";"RUSH";"Graminoid";"XXXluzula";"CTL";100;2;2;106;182;1.88679245283019;1.0989010989011
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LIVE";"pf_all_xy";"MOSSU";NA;"XXXothermoss";"CTL";100;23;22;NA;NA;NA;NA
"QHI";"HE";"1";2004;"QHI:HE:1";"QHI:HE:1:2004";"LIVE";"pf_all_xy";"SDECI";"Shrub";"Salix reticulata";"CTL";100;4;4;106;182;3.77358490566038;2.1978021978022
